hash,msg,insertions
3daf923b510d3c626e9341567593ba7dcfccaad2,"Added some fields for future use to the BrokerInfo and ProducerInfo classes.


git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@472165 13f79535-47bb-0310-9956-ffa450edef68",44
39b037600129ff8c872dbb5cf717f40a15135f33,"added a test case to reproduce a bad ack bug

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@472207 13f79535-47bb-0310-9956-ffa450edef68",175
6be185d2ce739ea04c6a85b9bba074771dde4689,"Changes to POM to try fix AMQ-1017

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@472483 13f79535-47bb-0310-9956-ffa450edef68",3
2510b088adbe75ba744bb6fccc1eb66b46ce38c4,"fixed for http://issues.apache.org/activemq/browse/AMQ-1042

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@473647 13f79535-47bb-0310-9956-ffa450edef68",3
8396de884b1b20e45e65b3cfb719166cfa00ea29,"Merge in change 474371 from 4.1 branch


git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@474373 13f79535-47bb-0310-9956-ffa450edef68",23
bc7d758fa049809adb3e380881bf8a1e33acfc93,"Added some simple stompcat and catstomp scripts

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@475302 13f79535-47bb-0310-9956-ffa450edef68",117
34fb326a0abb2cad4b443bb981787002d23de5e1,"added test case for AMQ-1027

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@475680 13f79535-47bb-0310-9956-ffa450edef68",119
f65acf552bbc15aeb68b8fbd331600aefd895dae,"force the datafile before it is removed so that all async writes are completed before the file handle is closed.

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@476225 13f79535-47bb-0310-9956-ffa450edef68",1
94f16ac6ab4e546a684d04b1d607ada5ab13b8ac,"Adding a perf test that uses the journal kaha combination.

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@476255 13f79535-47bb-0310-9956-ffa450edef68",47
411e750806e0c8055f881f018fab8615aad85896,"added some comments about what we should problably do...

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@476262 13f79535-47bb-0310-9956-ffa450edef68",6
f9a159723cccce1a80416b2ba18e21660029dcd7,"set the checkpoint workers to 1

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@476265 13f79535-47bb-0310-9956-ffa450edef68",1
ab66037b1219a602c8a0d1714a85552b3bb91faf,"A simple test to allow profiler to get an idea of how much memory is allocated per
temporary Queue. It appears that the ConsumerAdvisory - one for each Connection, holds
a copy of every temporary Queue in the system.

I don't think this is a big issue - unless - as in this case - all the connections and the
broker are in the same jvm.

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@476299 13f79535-47bb-0310-9956-ffa450edef68",86
ea66d50338aa912063e815e32f988509e1c4ba5d,"Output the # of producers and consumers running in perf test

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@477272 13f79535-47bb-0310-9956-ffa450edef68",1
e78a6f7ee952ebd32f03f22eb8109c712860b7bb,"added yield back into dispatch() - but with a counter - so not so much of a performance hog

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@478238 13f79535-47bb-0310-9956-ffa450edef68",5
be6fac15e2c853ad5b0c3d610dc58e2eed98f449,"setter for max duration

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@478598 13f79535-47bb-0310-9956-ffa450edef68",16
24b005c3dae67d1aad0ea206da525741b27df003,"Added derby to dependencies so tests pass.


git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@479147 13f79535-47bb-0310-9956-ffa450edef68",22
d871d0e304be00f16cb95e3b63e1c6ca1f1d25cf,"ensure container is initialized before accessing

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@480416 13f79535-47bb-0310-9956-ffa450edef68",5
0a361e504ac78d7b79ae9232844e59be787ce09c,"getting rid of the 'Embedded error: The attribute Extension-Name may not occur more than once in the same section' 

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@485741 13f79535-47bb-0310-9956-ffa450edef68",2
958c41a12b64d9107f4514092c61cb31ed4013eb,"stop destinations when stoping a region

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@488958 13f79535-47bb-0310-9956-ffa450edef68",5
3be01132280a2f4c5d2436941ded3089a541358b,"exclude QuickJournalXARecoveryBrokerTest

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@489769 13f79535-47bb-0310-9956-ffa450edef68",1
ef0b33eeb64cc59b97ec1ec208d6dc7b5fea17f9,"uses cases submitted by Brian Diesenhaus

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@490319 13f79535-47bb-0310-9956-ffa450edef68",374
710e2fd8ebb34b9b625419058e44c55af30f8c10,"exclude TwoBrokerMulitcastQueueTest for now

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@490802 13f79535-47bb-0310-9956-ffa450edef68",1
a70f96bd3781c1f7aff4580296367b8e4a75520f,"set the basedir property - so can be run from inside eclipse

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@490808 13f79535-47bb-0310-9956-ffa450edef68",5
8bc7f8636c4c5edb23724c4c49d122839d3caeb7,"clear batch entry if no more messages in the container

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@491090 13f79535-47bb-0310-9956-ffa450edef68",3
a4c432ab4586596639117e098ee73bccb4a2d227,"Fixed a ton of Quick store bugs that were found when running the QuickStoreLoadTester.

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@492472 13f79535-47bb-0310-9956-ffa450edef68",84
a664b0b917ef1f03d0f2669ebd64b3d5fe2c2376,"Quick Store bug fixes and added a bench mark test

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@492518 13f79535-47bb-0310-9956-ffa450edef68",43
8e8b82024b06da33a4258be700054e17922d6abc,"Adding an intial cut of an NIO based Transport.  This could be really hand to help brokers scale up in situations where it needs to accecpt a large number of connections.

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@493241 13f79535-47bb-0310-9956-ffa450edef68",1029
b21113962ba3d23fb77c66655a2c548807da6ad8,"Disable nio tests since they are not working on OS X


git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@494582 13f79535-47bb-0310-9956-ffa450edef68",3
6e26195cd86777c2a971896bf912ed75d96e7653,"fix for AMQ-1130 to use LONGBLOB rather than BLOB for persisting on mysql to avoid the 64k limit

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@496976 13f79535-47bb-0310-9956-ffa450edef68",1
b54ff7acff55ec6ec3bceaad29d00944b5d42d48,"Updated support for configurable Cursor types from the Destination Policy Map

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@500863 13f79535-47bb-0310-9956-ffa450edef68",62
be35271fdc0f73e0fc53f62fbc31bee311b96f04,"Port of rev 501500 fix for https://issues.apache.org/activemq/browse/AMQ-1140


git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@501506 13f79535-47bb-0310-9956-ffa450edef68",124
3b78804dbce2b256940e99ff67ab6ae175f693e2,"fix text case by disabling spooling to disk

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@504228 13f79535-47bb-0310-9956-ffa450edef68",20
d139d621acd00c205c230449bc2a142cfdf3baae,"Moved the book into the trunk



git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@504617 13f79535-47bb-0310-9956-ffa450edef68",28
cb00a4ed6dc018e5431c1bfb3bf2e712c0be23b4,"Moved the book into the trunk

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@504618 13f79535-47bb-0310-9956-ffa450edef68",60
5372b7f403b712a1e0186bcc1bf2db7ffb2207a3,"added the activemq-book to the default build

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@504629 13f79535-47bb-0310-9956-ffa450edef68",1
ee4bb53a7de81d40525e623677f2adb06f76bb86,"tell the PendingMessageCursor how many messages you want - for more efficent polling from store

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@504798 13f79535-47bb-0310-9956-ffa450edef68",2
f36407a68766f6a84f1ffacb22b1d143d2288f28,"add unimplemented methods for the ReferenceStore interface

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@504935 13f79535-47bb-0310-9956-ffa450edef68",7
ef073d1ae9a08d7e7098b982386692d685c3da3b,"avoided the creation of extra PDFs for each chapter

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@506410 13f79535-47bb-0310-9956-ffa450edef68",1
141b0faedb5462410ee7ec46a5a77fd7d628e9fb,"Fixed The StoreTest that was failing on windows due to file handles not being properly closed.


git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@507736 13f79535-47bb-0310-9956-ffa450edef68",2
40f5aadcd314dc2ec5825416abe359172ecff99a,"Add test case for slow durable consumer

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@509534 13f79535-47bb-0310-9956-ffa450edef68",200
f92e5b587a71ddebbbc1213ab487df0e6316e25c,"repeater test

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@509731 13f79535-47bb-0310-9956-ffa450edef68",124
274f677ecb8de58404d85a79b8e7c3812fa9572d,"Adding test provided in AMQ-1165


git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@512104 13f79535-47bb-0310-9956-ffa450edef68",99
4e11eb604578f0de97955b7546401f0bd753f76f,"Added javadoc css

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@513228 13f79535-47bb-0310-9956-ffa450edef68",168
f41a3789b1d41e55f21fba6a8be306b397a28d24,"added nicer javadoc css

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@513242 13f79535-47bb-0310-9956-ffa450edef68",171
ad8c06116b3555404d935113be78ce108e02df23,"Disabled some reports to avoid heap exhaustion on the CI boxes

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@513276 13f79535-47bb-0310-9956-ffa450edef68",4
9fd9189a17aef039bf28da1fd8538c736e0e550d,"ensure deleteAllMessages gets passed to the persistence adapter whilst it still makes sense

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@513467 13f79535-47bb-0310-9956-ffa450edef68",3
4089d75fb74d7dbbb49434063a2e1be558442a7f,"fix for failing test

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@513758 13f79535-47bb-0310-9956-ffa450edef68",1
8be526c5ec3fda6dd1397470f4847620053ddabb,"added toString() method

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@514772 13f79535-47bb-0310-9956-ffa450edef68",4
aee4378a8a0ebd8709175c00ebfb27afd31745b5,"make sure we delete the persistence store before starting 

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@515019 13f79535-47bb-0310-9956-ffa450edef68",1
0b1a064092f77e7c576294add38e352fd016df72,"enable setting of the ReferenceStoreAdapter

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@515060 13f79535-47bb-0310-9956-ffa450edef68",26
63b82516a41ed5e045776a2d39ebfa1c83ed4b09,"applied patch for AMQ-944

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@515556 13f79535-47bb-0310-9956-ffa450edef68",14
3bd948f7388d3e180b187b11a079b277fe56f1ff,"applied modified version of  AMQ-1147 (keeping the implementation classes the same name to avoid issues with existing RA configurations)

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@515576 13f79535-47bb-0310-9956-ffa450edef68",1315
300a5b23cb1d042f228cc5d3eea5937c18175e71,"added toString()

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@515609 13f79535-47bb-0310-9956-ffa450edef68",11
fa2d43f37905d88e9e57e95e6af9237320339784,"Added licence headers.


git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@515937 13f79535-47bb-0310-9956-ffa450edef68",33
a08a4a84c768c3afaa8578d744386c9baf9dfc80,"fix for QueueSubscriptionTest and SimpleDispatchPolicyTest

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@515996 13f79535-47bb-0310-9956-ffa450edef68",3
e935c5ad3bc19f275f64594aded6456b1a2dba62,"added some extra properties to the MessagePull command for when we implement AMQ-1196

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@516040 13f79535-47bb-0310-9956-ffa450edef68",30
ba54ee86b290fe33110e05d44f17b4de03b71c9c,"added toString() method

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@516315 13f79535-47bb-0310-9956-ffa450edef68",4
82d19974d8dfe5a3e74f9b45f0121c596a549d6b,"added isStoreValid() method - used by AMQStore to determine if references need to be rebuilt

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@516407 13f79535-47bb-0310-9956-ffa450edef68",8
9a79d3411d718bcdf38f9ed950c77c965c2887d4,"set duplex property

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@516450 13f79535-47bb-0310-9956-ffa450edef68",29
bdef2f52d095d80b18a27c328fb0b7f21c00dc38,"enable XMPP by default in the stand alone broker

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@516482 13f79535-47bb-0310-9956-ffa450edef68",1
e8b12e4eaf7bbd9b7efa2087ae241728e6eeebb8,"initialize brokerInfo

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@516664 13f79535-47bb-0310-9956-ffa450edef68",1
0527ebacc9e2f1a528433a8c29b154fc68c557ec,"increment reference count on send

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@517264 13f79535-47bb-0310-9956-ffa450edef68",1
3e09007cc171794e8af988632a2064b2cce024f2,"added the ability to connect to a broker running in the same class loader (but not the same Spring context)

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@517686 13f79535-47bb-0310-9956-ffa450edef68",36
1d9737d577c46708a2ddac04477811797caf7fa9,"updated javadoc

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@517748 13f79535-47bb-0310-9956-ffa450edef68",2
fbd22b637c06e127c56dabdc225e537edb9419c6,"test for converting Properties to and from a String

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@517764 13f79535-47bb-0310-9956-ffa450edef68",49
8c08fcad76285ff1af24be657505159472c8491f,"Added jetty repo to fix build for some folks

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@521305 13f79535-47bb-0310-9956-ffa450edef68",22
735dc7a230b15044c7fcefbe1f762b5ed13b3132,"zapped clogging's extra dependencies

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@521365 13f79535-47bb-0310-9956-ffa450edef68",18
2ef81512d69ca9bff27350d274585b66ce64ebb4,"re-added name on the network connector

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@523259 13f79535-47bb-0310-9956-ffa450edef68",15
98376dd3be560278aaa3af502bac89bc45ff28c2,"AMQ-1218 added version to xbean plugin

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@524280 13f79535-47bb-0310-9956-ffa450edef68",1
e6d20f3932b556377218ac2e353a2cc99d26d1ea,"Applied patch from Aleksi Kallio for AMQ-1075 to add a file server for out of band BlobMessage support

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@527701 13f79535-47bb-0310-9956-ffa450edef68",555
dc6902269772e048a7b3856ed1ee5b9b62854b42,"Added patch for AMQ-1075 so that the fileserver web app is included in the assembly

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@527705 13f79535-47bb-0310-9956-ffa450edef68",16
3baaab2185a8cba61dd3fa944a5a9b6aa776cdb5,"create default ProducerState for dummy ProducerBrokerExchange to prevent npe when sending to dead letter queues

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@530131 13f79535-47bb-0310-9956-ffa450edef68",5
2b0bd44cbbd5b917098c05d114c258238374e63c,"Updated javadoc groups

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@532332 13f79535-47bb-0310-9956-ffa450edef68",57
6641ef3ae7e76d672700f6fc7e862b3fa8e12713,"Added support for microsofts JDBC driver

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@536601 13f79535-47bb-0310-9956-ffa450edef68",1
9b9766d0341441619afbb9622ff96ec127143542,"added test case to try reproduce AMQ-1152 (but unfortunately couldn't)

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@540916 13f79535-47bb-0310-9956-ffa450edef68",15
8ec100f56413891c3f541d2fcfa750f9f7591365,"Added a cluster field to each message so that each message can be persisted to a unique set of brokers working together as a master slave cluster.



git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@546196 13f79535-47bb-0310-9956-ffa450edef68",49
a0ba87b100cd82c35c3ae7a8a6c305ddb84ad654,"applied patch for AMQ-1204

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@547585 13f79535-47bb-0310-9956-ffa450edef68",34
76f573754b28e8e77ec931dd76ce00ad555d44ec,"added stub to clear down messages when recover is called

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@549068 13f79535-47bb-0310-9956-ffa450edef68",8
9c2f043a6536e72313c5c35abe226ed219ae5c73,"Exclude duplex test - for now

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@549473 13f79535-47bb-0310-9956-ffa450edef68",2
7993aae794cb9ac6195262fc58038bf85800a1c8,"Add default constructor

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@549805 13f79535-47bb-0310-9956-ffa450edef68",5
f3c6b7fff9c609efe9d71e9b7327cc5631838a22,"added documentation from patch AMQ-1281

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@549836 13f79535-47bb-0310-9956-ffa450edef68",42
0112df56054a984df0afcf0ead39075d376160a1,"added equals() hashCode() methods

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@549883 13f79535-47bb-0310-9956-ffa450edef68",18
dd1d6601492e3d16a22e7de3d3762f0663dc83e3,"Added dup detection capability

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@551902 13f79535-47bb-0310-9956-ffa450edef68",481
5f30e418cb6884dd110c4fb771f9a562162522af,"A helper class to assist checking for duplicates within the Connection

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@552710 13f79535-47bb-0310-9956-ffa450edef68",98
4b7e5c914bae8ea80229d525780e0d47dac47cde,"Audit test case

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@552732 13f79535-47bb-0310-9956-ffa450edef68",94
f1240b2e72867072e74cd46cd0be0f9925674de3,"Tests for internals

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@552734 13f79535-47bb-0310-9956-ffa450edef68",168
44b1aa59c0f8506dbdbd168c09a2fd087594e901,"added savePreparedState() stub

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@554826 13f79535-47bb-0310-9956-ffa450edef68",10
e34185fa0103817902b2ae43faa0bcab73643c0b,"fixed build...

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@554910 13f79535-47bb-0310-9956-ffa450edef68",24
3cfa0b6e4d916fd020c5d7ddc41a7b83fbb4fa91,"Add a CommandMarshaller

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@557385 13f79535-47bb-0310-9956-ffa450edef68",6
3d1fca08fe65f5f8a8cd9d10c7643387aeff246e,"Added some java doc

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@557386 13f79535-47bb-0310-9956-ffa450edef68",27
76b2a3ed8ffd70c2dd7ed7fe4cd2007f1244a6e3,"Fix for AMQ-1343 - Network conntions not shutdown propertly when a InvalidClientIDException occurs

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@559139 13f79535-47bb-0310-9956-ffa450edef68",5
50c6d9ccc8ed923768d6cf6ba41990b474d51752,"A message is a message isMessage()

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@560695 13f79535-47bb-0310-9956-ffa450edef68",4
b3eb9a5e5b18645132cff539b1f6cf42cf39930f,"added support for properties brokerInTime and brokerOutTime

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@561028 13f79535-47bb-0310-9956-ffa450edef68",12
1963ea400641edeed6c73783afecac4552b2dcab,"added test case to simulate  ""javax.jms.JMSException: Transaction 'TX:ID:...' has not been started.""   exception
this test appears to manifest consistently on a MacBook. Haven't been able to reproduce this on windows though. 
Is excluded by default as the test can sometime take too long to execute

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@564505 13f79535-47bb-0310-9956-ffa450edef68",334
9cde47f42cefcc86dc314efe5dd4d507f7b29077,"Patched the ActiveMQ build to work with Camel 1.1

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@564622 13f79535-47bb-0310-9956-ffa450edef68",50
5719351cb71fe3d4f8c1bd863bf91c1a7424f1ee,"Fix for the testQueuePersistentUncommitedAcksLostOnRestart() test in RecoveryBrokerTest.  Since this test resuses the memory based store instance across restarts, the cusror pointers were not getting reset after restart.



git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@564685 13f79535-47bb-0310-9956-ffa450edef68",1
09f8ac55427e2c0bc31a098fc71f93fc035edc98,"Added the log analyser tool to svn - for http://issues.apache.org/activemq/browse/AMQ-1361


git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@565392 13f79535-47bb-0310-9956-ffa450edef68",2061
0576de32a79fb7a2c75cda6d0fa21f6d5a61bcf2,"Attempt to fix AMQ-1363, to no avail

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@566177 13f79535-47bb-0310-9956-ffa450edef68",6
5a5056e73b851c6990a6f4e1bf5a16eb83efa82f,"moved the web helper classes to activemq-web so that they are reusable in other web apps easily

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@569067 13f79535-47bb-0310-9956-ffa450edef68",535
eba0ae3c7bc13e30ceb8f341ad3916b921cae36a,"test case for https://issues.apache.org/activemq/browse/AMQ-1251

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@571150 13f79535-47bb-0310-9956-ffa450edef68",230
1195ae751c69dd8bd4a5e797c6300ccd97fe6ee6,"ensure the ConectionContext always has a broker set before sending message to DLQ

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@572300 13f79535-47bb-0310-9956-ffa450edef68",3
642d38cd8ca74e4fdc70de0fc4d28f3997d4752c,"Fix for https://issues.apache.org/activemq/browse/AMQ-1156
We now actually update the tcpNoDelay setting on the socket once the wireformat options are negociated.  This allows
the client to control if his socket and the server's socket use the option.  By default tcpNoDelay is enabled.
the client should use a URL like -Durl=tcp://localhost:61616?wireFormat.tcpNoDelayEnabled=false to disable tcpNoDelay on both the client and the server socket.



git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@573080 13f79535-47bb-0310-9956-ffa450edef68",13
838e9a42b418ca723e815a122497fa7fce597c3c,"if the container name has '/' in it then make sure we create the parent directories before we try to access the file.


git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@573392 13f79535-47bb-0310-9956-ffa450edef68",3
8e33f646c63e32f95dc8063f7fdab6a8a1e9a1e6,"Make activemq-web compile.. needed an explict dependency on spring-webmvc


git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@574368 13f79535-47bb-0310-9956-ffa450edef68",7
8032375531d8f3bac8e3454be42987d61c04afcf,"AMQ-1429: Package ActiveMQ as OSGi bundles instead of plain jars

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@577760 13f79535-47bb-0310-9956-ffa450edef68",48
d48322690fcad77c6ff557899000278c5bab3824,"added patch for AMQ-1434 to allow transport listeners to be used with a connection factory for easy integration with Spring JmsTemplate etc

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@579498 13f79535-47bb-0310-9956-ffa450edef68",21
e21587fb9ea7a2bef0a5b7ce9909acb6c1db94ea,"Added the ASL to a bunch of property files.


git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@580013 13f79535-47bb-0310-9956-ffa450edef68",768
5bd3bf6e246cf12b115b738c849afb4f7f3add11,"Ignore NULL references when checking isEmpty

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@581568 13f79535-47bb-0310-9956-ffa450edef68",4
7b1fd3484ef2f557a3b322b5f08a8f5499be2c7f,"Fix for http://issues.apache.org/activemq/browse/AMQ-1250

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@581715 13f79535-47bb-0310-9956-ffa450edef68",6
1401e699562531ae08b2501f35c06aa77e4b1a2f,"after canceling a TimerTask - purge from the Timer list - fix memory leak

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@581736 13f79535-47bb-0310-9956-ffa450edef68",1
fc69b2934333c07195cf4db4e1adae1d24307f09,"handle errors from recovery check gracefully

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@581792 13f79535-47bb-0310-9956-ffa450edef68",4
f3d633c2a9b4d95b9b23141c0e08ecf0605d0fba,"Test case for sending single messages per connection - was blowing memory - now fixed

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@581885 13f79535-47bb-0310-9956-ffa450edef68",103
e2ef8b81650e03f397c474cd888d317119d9b4bb,"patch http://issues.apache.org/activemq/browse/AMQ-1444

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@582086 13f79535-47bb-0310-9956-ffa450edef68",52
d1eb18af7099a84c38458e9bf98e728d7998db62,"Add properties to the AMQPersistenceAdaptorFactory
to set syncOnWrite(default=false) and persistentIndex(default=true) properties

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@582801 13f79535-47bb-0310-9956-ffa450edef68",66
cdf35dfe12a7b4295b33a3703d917b12b460576b,"Expose properties for configuring the asyncDataManager

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@583949 13f79535-47bb-0310-9956-ffa450edef68",52
67e5952dd1d77810837a96609f90a3acbab0d443,"Applied patch associated with:
https://issues.apache.org/activemq/browse/AMQ-358

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@584047 13f79535-47bb-0310-9956-ffa450edef68",223
c5f251ceab59ac8d8858ee6e011f2c6d2b76ea7a,"implement acknowledgeReference() for TopicReferenceStore

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@584862 13f79535-47bb-0310-9956-ffa450edef68",7
8931aac98ee284f251cc582e493159f588746d55,"no need to call force() on commit as the reference store gets rebuilt on failure

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@585109 13f79535-47bb-0310-9956-ffa450edef68",6
89f793efb0dc184117aa196eeb4238fe6046bd0b,"updates for https://issues.apache.org/activemq/browse/AMQ-1311

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@585413 13f79535-47bb-0310-9956-ffa450edef68",9
d3d58fe41d2e946f87abcbf1001be51e18749075,"Test case and Fix for https://issues.apache.org/activemq/browse/AMQ-777


git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@587216 13f79535-47bb-0310-9956-ffa450edef68",44
6084b6061b6ff7107c59f2e5a93f48d5a4eada4e,"MarshallingSupport.unmarshalPrimitive is throwing ""Unknown primitive type: 0"" when nested map contains a null

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@588718 13f79535-47bb-0310-9956-ffa450edef68",3
9352c9fcdc79367e50ee3931115b5fa72f6d82b0,"Test case for: https://issues.apache.org/activemq/browse/AMQ-1479

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@589048 13f79535-47bb-0310-9956-ffa450edef68",151
30fe17834cdb3ae578738208e1927bc78ac30e9b,"Fix for https://issues.apache.org/activemq/browse/AMQ-1485

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@591142 13f79535-47bb-0310-9956-ffa450edef68",6
229ca6afd760dd57219ce75b1a51216a656da549,"Fix for https://issues.apache.org/activemq/browse/AMQ-1246

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@591160 13f79535-47bb-0310-9956-ffa450edef68",6
